Date,SKU,Product Name,City,Sales
2025-01-04,F005,Bucchi,Aurangabad,9
2025-01-04,M001,Jhaomi,Aurangabad,22
2025-01-04,M002,Samson,Aurangabad,13
2025-01-04,M003,Mokia,Aurangabad,7
2025-01-04,M004,Hotorola,Aurangabad,5
2025-01-04,M005,2plus,Aurangabad,7
2025-01-04,B001,Harry putar,Aurangabad,29
2025-01-04,B002,4 states,Aurangabad,24
2025-01-04,B003,Shaktiman Returns,Aurangabad,41
2025-01-04,B004,Goli's Travel,Aurangabad,13
2025-01-04,B005,Story of Your Life,Aurangabad,36
2025-01-04,V001,Prince of Dholakpur,Aurangabad,34
2025-01-04,V002,Nario,Aurangabad,28
2025-01-04,V003,Pacman,Aurangabad,3
2025-01-04,V004,LTA Wise City,Aurangabad,16
2025-01-04,V005,HIFA 2023,Aurangabad,31
2025-01-04,S001,Abibas Football,Aurangabad,31
2025-01-04,S002,Rural Terrain Cycles,Aurangabad,4
2025-01-04,S003,Monex Badminton Rackets,Aurangabad,42
2025-01-04,S004,Yoga Mattress,Aurangabad,32
2025-01-04,S005,Rocky Gym Set,Aurangabad,7
2025-01-04,ME001,Pyllum Trimmers,Aurangabad,18
2025-01-04,ME002,Softcare Electric Toothbrush,Aurangabad,4
2025-01-04,ME003,Leg Messager,Aurangabad,6
2025-01-04,ME004,NoFat Weighing Scale,Aurangabad,27
2025-01-04,ME005,Screw Activity Watch,Aurangabad,13
2025-01-04,K001,SureIt Purifier,Aurangabad,3
2025-01-04,K002,Parrot Induction Stove,Aurangabad,8
2025-01-04,K003,Jalepenoware Tiffin,Aurangabad,13
2025-01-04,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,18
2025-01-04,K005,Mr.Clean Dishwasher,Aurangabad,3
2025-01-04,H001,Blessing Atta 10kg pack,Aurangabad,60
2025-01-04,H002,Amazing CornFlakes,Aurangabad,42
2025-01-04,H003,Tata Yellow Label,Aurangabad,18
2025-01-04,H004,Descafe Gold Blend coffee,Aurangabad,53
2025-01-04,H005,Handmade Basmati Rice,Aurangabad,38
2025-01-04,P001,Podigree Dog Food,Aurangabad,8
2025-01-04,P002,Matty Dog Bed,Aurangabad,26
2025-01-04,P003,Park Range Pet Shampoo,Aurangabad,42
2025-01-04,P004,Old Mint Pet Shampoos,Aurangabad,10
2025-01-04,P005,Reflective Dog RainCoat,Aurangabad,13
2025-01-04,G001,Crafting Chandlar,Aurangabad,8
2025-01-04,G002,Desi Kurti,Aurangabad,33
2025-01-04,G003,Family Cake and Card Combo,Aurangabad,4
2025-01-04,G004,Exact Flower Vase,Aurangabad,25
2025-01-04,G005,Friends Dinner Set,Aurangabad,54
2025-01-05,F001,Prateek England,Aurangabad,16
2025-01-05,F002,Lucy Phillepe,Aurangabad,1
2025-01-05,F003,Badlands,Aurangabad,44
2025-01-05,F004,Allen Dolly,Aurangabad,1
2025-01-05,F005,Bucchi,Aurangabad,19
2025-01-05,M001,Jhaomi,Aurangabad,28
2025-01-05,M002,Samson,Aurangabad,3
2025-01-05,M003,Mokia,Aurangabad,14
2025-01-05,M004,Hotorola,Aurangabad,6
2025-01-05,M005,2plus,Aurangabad,13
2025-01-05,B001,Harry putar,Aurangabad,39
2025-01-05,B002,4 states,Aurangabad,8
2025-01-05,B003,Shaktiman Returns,Aurangabad,0
2025-01-05,B004,Goli's Travel,Aurangabad,26
2025-01-05,B005,Story of Your Life,Aurangabad,10
2025-01-05,V001,Prince of Dholakpur,Aurangabad,49
2025-01-05,V002,Nario,Aurangabad,54
2025-01-05,V003,Pacman,Aurangabad,14
2025-01-05,V004,LTA Wise City,Aurangabad,41
2025-01-05,V005,HIFA 2023,Aurangabad,51
2025-01-05,S001,Abibas Football,Aurangabad,1
2025-01-05,S002,Rural Terrain Cycles,Aurangabad,5
2025-01-05,S003,Monex Badminton Rackets,Aurangabad,5
2025-01-05,S004,Yoga Mattress,Aurangabad,0
2025-01-05,S005,Rocky Gym Set,Aurangabad,17
2025-01-05,ME001,Pyllum Trimmers,Aurangabad,19
2025-01-05,ME002,Softcare Electric Toothbrush,Aurangabad,7
2025-01-05,ME003,Leg Messager,Aurangabad,16
2025-01-05,ME004,NoFat Weighing Scale,Aurangabad,15
2025-01-05,ME005,Screw Activity Watch,Aurangabad,15
2025-01-05,K001,SureIt Purifier,Aurangabad,20
2025-01-05,K002,Parrot Induction Stove,Aurangabad,17
2025-01-05,K003,Jalepenoware Tiffin,Aurangabad,10
2025-01-05,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,5
2025-01-05,K005,Mr.Clean Dishwasher,Aurangabad,25
2025-01-05,H001,Blessing Atta 10kg pack,Aurangabad,95
2025-01-05,H002,Amazing CornFlakes,Aurangabad,42
2025-01-05,H003,Tata Yellow Label,Aurangabad,19
2025-01-05,H004,Descafe Gold Blend coffee,Aurangabad,41
2025-01-05,H005,Handmade Basmati Rice,Aurangabad,42
2025-01-05,P001,Podigree Dog Food,Aurangabad,31
2025-01-05,P002,Matty Dog Bed,Aurangabad,50
2025-01-05,P003,Park Range Pet Shampoo,Aurangabad,6
2025-01-05,P004,Old Mint Pet Shampoos,Aurangabad,10
2025-01-05,P005,Reflective Dog RainCoat,Aurangabad,12
2025-01-05,G001,Crafting Chandlar,Aurangabad,29
2025-01-05,G002,Desi Kurti,Aurangabad,36
2025-01-05,G003,Family Cake and Card Combo,Aurangabad,21
2025-01-05,G004,Exact Flower Vase,Aurangabad,37
2025-01-05,G005,Friends Dinner Set,Aurangabad,27
2025-01-06,F001,Prateek England,Aurangabad,35
2025-01-06,F002,Lucy Phillepe,Aurangabad,23
2025-01-06,F003,Badlands,Aurangabad,0
2025-01-06,F004,Allen Dolly,Aurangabad,5
2025-01-06,F005,Bucchi,Aurangabad,31
2025-01-06,M001,Jhaomi,Aurangabad,1
2025-01-06,M002,Samson,Aurangabad,37
2025-01-06,M003,Mokia,Aurangabad,7
2025-01-06,M004,Hotorola,Aurangabad,7
2025-01-06,M005,2plus,Aurangabad,11
2025-01-06,B001,Harry putar,Aurangabad,10
2025-01-06,B002,4 states,Aurangabad,2
2025-01-06,B003,Shaktiman Returns,Aurangabad,46
2025-01-06,B004,Goli's Travel,Aurangabad,47
2025-01-06,B005,Story of Your Life,Aurangabad,18
2025-01-06,V001,Prince of Dholakpur,Aurangabad,22
2025-01-06,V002,Nario,Aurangabad,16
2025-01-06,V003,Pacman,Aurangabad,8
2025-01-06,V004,LTA Wise City,Aurangabad,17
2025-01-06,V005,HIFA 2023,Aurangabad,12
2025-01-06,S001,Abibas Football,Aurangabad,12
2025-01-06,S002,Rural Terrain Cycles,Aurangabad,0
2025-01-06,S003,Monex Badminton Rackets,Aurangabad,46
2025-01-06,S004,Yoga Mattress,Aurangabad,12
2025-01-06,S005,Rocky Gym Set,Aurangabad,6
2025-01-06,ME001,Pyllum Trimmers,Aurangabad,0
2025-01-06,ME002,Softcare Electric Toothbrush,Aurangabad,26
2025-01-06,ME003,Leg Messager,Aurangabad,24
2025-01-06,ME004,NoFat Weighing Scale,Aurangabad,26
2025-01-06,ME005,Screw Activity Watch,Aurangabad,0
2025-01-06,K001,SureIt Purifier,Aurangabad,23
2025-01-06,K002,Parrot Induction Stove,Aurangabad,1
2025-01-06,K003,Jalepenoware Tiffin,Aurangabad,20
2025-01-06,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,0
2025-01-06,K005,Mr.Clean Dishwasher,Aurangabad,22
2025-01-06,H001,Blessing Atta 10kg pack,Aurangabad,54
2025-01-06,H002,Amazing CornFlakes,Aurangabad,33
2025-01-06,H003,Tata Yellow Label,Aurangabad,102
2025-01-06,H004,Descafe Gold Blend coffee,Aurangabad,73
2025-01-06,H005,Handmade Basmati Rice,Aurangabad,66
2025-01-06,P001,Podigree Dog Food,Aurangabad,5
2025-01-06,P002,Matty Dog Bed,Aurangabad,1
2025-01-06,P003,Park Range Pet Shampoo,Aurangabad,5
2025-01-06,P004,Old Mint Pet Shampoos,Aurangabad,2
2025-01-06,P005,Reflective Dog RainCoat,Aurangabad,4
2025-01-06,G001,Crafting Chandlar,Aurangabad,63
2025-01-06,G002,Desi Kurti,Aurangabad,55
2025-01-06,G003,Family Cake and Card Combo,Aurangabad,42
2025-01-06,G004,Exact Flower Vase,Aurangabad,62
2025-01-06,G005,Friends Dinner Set,Aurangabad,41
2025-01-07,F001,Prateek England,Aurangabad,0
2025-01-07,F002,Lucy Phillepe,Aurangabad,2
2025-01-07,F003,Badlands,Aurangabad,24
2025-01-07,F004,Allen Dolly,Aurangabad,17
2025-01-07,F005,Bucchi,Aurangabad,10
2025-01-07,M001,Jhaomi,Aurangabad,22
2025-01-07,M002,Samson,Aurangabad,11
2025-01-07,M003,Mokia,Aurangabad,6
2025-01-07,M004,Hotorola,Aurangabad,10
2025-01-07,M005,2plus,Aurangabad,7
2025-01-07,B001,Harry putar,Aurangabad,28
2025-01-07,B002,4 states,Aurangabad,12
2025-01-07,B003,Shaktiman Returns,Aurangabad,15
2025-01-07,B004,Goli's Travel,Aurangabad,26
2025-01-07,B005,Story of Your Life,Aurangabad,18
2025-01-07,V001,Prince of Dholakpur,Aurangabad,19
2025-01-07,V002,Nario,Aurangabad,14
2025-01-07,V003,Pacman,Aurangabad,14
2025-01-07,V004,LTA Wise City,Aurangabad,3
2025-01-07,V005,HIFA 2023,Aurangabad,16
2025-01-07,S001,Abibas Football,Aurangabad,44
2025-01-07,S002,Rural Terrain Cycles,Aurangabad,13
2025-01-07,S003,Monex Badminton Rackets,Aurangabad,6
2025-01-07,S004,Yoga Mattress,Aurangabad,28
2025-01-07,S005,Rocky Gym Set,Aurangabad,26
2025-01-07,ME001,Pyllum Trimmers,Aurangabad,11
2025-01-07,ME002,Softcare Electric Toothbrush,Aurangabad,3
2025-01-07,ME003,Leg Messager,Aurangabad,9
2025-01-07,ME004,NoFat Weighing Scale,Aurangabad,19
2025-01-07,ME005,Screw Activity Watch,Aurangabad,23
2025-01-07,K001,SureIt Purifier,Aurangabad,5
2025-01-07,K002,Parrot Induction Stove,Aurangabad,25
2025-01-07,K003,Jalepenoware Tiffin,Aurangabad,1
2025-01-07,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,19
2025-01-07,K005,Mr.Clean Dishwasher,Aurangabad,26
2025-01-07,H001,Blessing Atta 10kg pack,Aurangabad,76
2025-01-07,H002,Amazing CornFlakes,Aurangabad,119
2025-01-07,H003,Tata Yellow Label,Aurangabad,118
2025-01-07,H004,Descafe Gold Blend coffee,Aurangabad,69
2025-01-07,H005,Handmade Basmati Rice,Aurangabad,67
2025-01-07,P001,Podigree Dog Food,Aurangabad,3
2025-01-07,P002,Matty Dog Bed,Aurangabad,2
2025-01-07,P003,Park Range Pet Shampoo,Aurangabad,38
2025-01-07,P004,Old Mint Pet Shampoos,Aurangabad,16
2025-01-07,P005,Reflective Dog RainCoat,Aurangabad,23
2025-01-07,G001,Crafting Chandlar,Aurangabad,37
2025-01-07,G002,Desi Kurti,Aurangabad,39
2025-01-07,G003,Family Cake and Card Combo,Aurangabad,18
2025-01-07,G004,Exact Flower Vase,Aurangabad,59
2025-01-07,G005,Friends Dinner Set,Aurangabad,25
2025-01-08,F001,Prateek England,Aurangabad,39
2025-01-08,F002,Lucy Phillepe,Aurangabad,10
2025-01-08,F003,Badlands,Aurangabad,13
2025-01-08,F004,Allen Dolly,Aurangabad,25
2025-01-08,F005,Bucchi,Aurangabad,13
2025-01-08,M001,Jhaomi,Aurangabad,24
2025-01-08,M002,Samson,Aurangabad,9
2025-01-08,M003,Mokia,Aurangabad,21
2025-01-08,M004,Hotorola,Aurangabad,14
2025-01-08,M005,2plus,Aurangabad,23
2025-01-08,B001,Harry putar,Aurangabad,34
2025-01-08,B002,4 states,Aurangabad,0
2025-01-08,B003,Shaktiman Returns,Aurangabad,43
2025-01-08,B004,Goli's Travel,Aurangabad,1
2025-01-08,B005,Story of Your Life,Aurangabad,8
2025-01-08,V001,Prince of Dholakpur,Aurangabad,14
2025-01-08,V002,Nario,Aurangabad,3
2025-01-08,V003,Pacman,Aurangabad,24
2025-01-08,V004,LTA Wise City,Aurangabad,14
2025-01-08,V005,HIFA 2023,Aurangabad,52
2025-01-08,S001,Abibas Football,Aurangabad,35
2025-01-08,S002,Rural Terrain Cycles,Aurangabad,7
2025-01-08,S003,Monex Badminton Rackets,Aurangabad,15
2025-01-08,S004,Yoga Mattress,Aurangabad,14
2025-01-08,S005,Rocky Gym Set,Aurangabad,5
2025-01-08,ME001,Pyllum Trimmers,Aurangabad,1
2025-01-08,ME002,Softcare Electric Toothbrush,Aurangabad,4
2025-01-08,ME003,Leg Messager,Aurangabad,1
2025-01-08,ME004,NoFat Weighing Scale,Aurangabad,25
2025-01-08,ME005,Screw Activity Watch,Aurangabad,4
2025-01-08,K001,SureIt Purifier,Aurangabad,5
2025-01-08,K002,Parrot Induction Stove,Aurangabad,2
2025-01-08,K003,Jalepenoware Tiffin,Aurangabad,0
2025-01-08,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,10
2025-01-08,K005,Mr.Clean Dishwasher,Aurangabad,10
2025-01-08,H001,Blessing Atta 10kg pack,Aurangabad,77
2025-01-08,H002,Amazing CornFlakes,Aurangabad,55
2025-01-08,H003,Tata Yellow Label,Aurangabad,83
2025-01-08,H004,Descafe Gold Blend coffee,Aurangabad,20
2025-01-08,H005,Handmade Basmati Rice,Aurangabad,126
2025-01-08,P001,Podigree Dog Food,Aurangabad,1
2025-01-08,P002,Matty Dog Bed,Aurangabad,28
2025-01-08,P003,Park Range Pet Shampoo,Aurangabad,42
2025-01-08,P004,Old Mint Pet Shampoos,Aurangabad,30
2025-01-08,P005,Reflective Dog RainCoat,Aurangabad,12
2025-01-08,G001,Crafting Chandlar,Aurangabad,2
2025-01-08,G002,Desi Kurti,Aurangabad,17
2025-01-08,G003,Family Cake and Card Combo,Aurangabad,6
2025-01-08,G004,Exact Flower Vase,Aurangabad,50
2025-01-08,G005,Friends Dinner Set,Aurangabad,57
2025-01-09,F001,Prateek England,Aurangabad,0
2025-01-09,F002,Lucy Phillepe,Aurangabad,32
2025-01-09,F003,Badlands,Aurangabad,32
2025-01-09,F004,Allen Dolly,Aurangabad,22
2025-01-09,F005,Bucchi,Aurangabad,1
2025-01-09,M001,Jhaomi,Aurangabad,1
2025-01-09,M002,Samson,Aurangabad,0
2025-01-09,M003,Mokia,Aurangabad,4
2025-01-09,M004,Hotorola,Aurangabad,22
2025-01-09,M005,2plus,Aurangabad,10
2025-01-09,B001,Harry putar,Aurangabad,21
2025-01-09,B002,4 states,Aurangabad,11
2025-01-09,B003,Shaktiman Returns,Aurangabad,56
2025-01-09,B004,Goli's Travel,Aurangabad,40
2025-01-09,B005,Story of Your Life,Aurangabad,26
2025-01-09,V001,Prince of Dholakpur,Aurangabad,22
2025-01-09,V002,Nario,Aurangabad,69
2025-01-09,V003,Pacman,Aurangabad,17
2025-01-09,V004,LTA Wise City,Aurangabad,50
2025-01-09,V005,HIFA 2023,Aurangabad,11
2025-01-09,S001,Abibas Football,Aurangabad,2
2025-01-09,S002,Rural Terrain Cycles,Aurangabad,4
2025-01-09,S003,Monex Badminton Rackets,Aurangabad,6
2025-01-09,S004,Yoga Mattress,Aurangabad,10
2025-01-09,S005,Rocky Gym Set,Aurangabad,6
2025-01-09,ME001,Pyllum Trimmers,Aurangabad,15
2025-01-09,ME002,Softcare Electric Toothbrush,Aurangabad,11
2025-01-09,ME003,Leg Messager,Aurangabad,1
2025-01-09,ME004,NoFat Weighing Scale,Aurangabad,6
2025-01-09,ME005,Screw Activity Watch,Aurangabad,2
2025-01-09,K001,SureIt Purifier,Aurangabad,22
2025-01-09,K002,Parrot Induction Stove,Aurangabad,26
2025-01-09,K003,Jalepenoware Tiffin,Aurangabad,12
2025-01-09,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,18
2025-01-09,K005,Mr.Clean Dishwasher,Aurangabad,18
2025-01-09,H001,Blessing Atta 10kg pack,Aurangabad,96
2025-01-09,H002,Amazing CornFlakes,Aurangabad,122
2025-01-09,H003,Tata Yellow Label,Aurangabad,95
2025-01-09,H004,Descafe Gold Blend coffee,Aurangabad,69
2025-01-09,H005,Handmade Basmati Rice,Aurangabad,69
2025-01-09,P001,Podigree Dog Food,Aurangabad,8
2025-01-09,P002,Matty Dog Bed,Aurangabad,23
2025-01-09,P003,Park Range Pet Shampoo,Aurangabad,29
2025-01-09,P004,Old Mint Pet Shampoos,Aurangabad,5
2025-01-09,P005,Reflective Dog RainCoat,Aurangabad,11
2025-01-09,G001,Crafting Chandlar,Aurangabad,32
2025-01-09,G002,Desi Kurti,Aurangabad,21
2025-01-09,G003,Family Cake and Card Combo,Aurangabad,59
2025-01-09,G004,Exact Flower Vase,Aurangabad,6
2025-01-09,G005,Friends Dinner Set,Aurangabad,37
2025-01-10,F001,Prateek England,Aurangabad,13
2025-01-10,F002,Lucy Phillepe,Aurangabad,37
2025-01-10,F003,Badlands,Aurangabad,9
2025-01-10,F004,Allen Dolly,Aurangabad,28
2025-01-10,F005,Bucchi,Aurangabad,16
2025-01-10,M001,Jhaomi,Aurangabad,3
2025-01-10,M002,Samson,Aurangabad,15
2025-01-10,M003,Mokia,Aurangabad,23
2025-01-10,M004,Hotorola,Aurangabad,0
2025-01-10,M005,2plus,Aurangabad,13
2025-01-10,B001,Harry putar,Aurangabad,21
2025-01-10,B002,4 states,Aurangabad,9
2025-01-10,B003,Shaktiman Returns,Aurangabad,35
2025-01-10,B004,Goli's Travel,Aurangabad,29
2025-01-10,B005,Story of Your Life,Aurangabad,34
2025-01-10,V001,Prince of Dholakpur,Aurangabad,32
2025-01-10,V002,Nario,Aurangabad,21
2025-01-10,V003,Pacman,Aurangabad,34
2025-01-10,V004,LTA Wise City,Aurangabad,51
2025-01-10,V005,HIFA 2023,Aurangabad,19
2025-01-10,S001,Abibas Football,Aurangabad,29
2025-01-10,S002,Rural Terrain Cycles,Aurangabad,4
2025-01-10,S003,Monex Badminton Rackets,Aurangabad,3
2025-01-10,S004,Yoga Mattress,Aurangabad,22
2025-01-10,S005,Rocky Gym Set,Aurangabad,1
2025-01-10,ME001,Pyllum Trimmers,Aurangabad,6
2025-01-10,ME002,Softcare Electric Toothbrush,Aurangabad,19
2025-01-10,ME003,Leg Messager,Aurangabad,3
2025-01-10,ME004,NoFat Weighing Scale,Aurangabad,19
2025-01-10,ME005,Screw Activity Watch,Aurangabad,8
2025-01-10,K001,SureIt Purifier,Aurangabad,4
2025-01-10,K002,Parrot Induction Stove,Aurangabad,28
2025-01-10,K003,Jalepenoware Tiffin,Aurangabad,25
2025-01-10,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,11
2025-01-10,K005,Mr.Clean Dishwasher,Aurangabad,11
2025-01-10,H001,Blessing Atta 10kg pack,Aurangabad,62
2025-01-10,H002,Amazing CornFlakes,Aurangabad,34
2025-01-10,H003,Tata Yellow Label,Aurangabad,67
2025-01-10,H004,Descafe Gold Blend coffee,Aurangabad,120
2025-01-10,H005,Handmade Basmati Rice,Aurangabad,87
2025-01-10,P001,Podigree Dog Food,Aurangabad,7
2025-01-10,P002,Matty Dog Bed,Aurangabad,9
2025-01-10,P003,Park Range Pet Shampoo,Aurangabad,28
2025-01-10,P004,Old Mint Pet Shampoos,Aurangabad,11
2025-01-10,P005,Reflective Dog RainCoat,Aurangabad,13
2025-01-10,G001,Crafting Chandlar,Aurangabad,11
2025-01-10,G002,Desi Kurti,Aurangabad,42
2025-01-10,G003,Family Cake and Card Combo,Aurangabad,33
2025-01-10,G004,Exact Flower Vase,Aurangabad,17
2025-01-10,G005,Friends Dinner Set,Aurangabad,6
2025-01-11,F001,Prateek England,Aurangabad,28
2025-01-11,F002,Lucy Phillepe,Aurangabad,0
2025-01-11,F003,Badlands,Aurangabad,15
2025-01-11,F004,Allen Dolly,Aurangabad,38
2025-01-11,F005,Bucchi,Aurangabad,23
2025-01-11,M001,Jhaomi,Aurangabad,5
2025-01-11,M002,Samson,Aurangabad,1
2025-01-11,M003,Mokia,Aurangabad,5
2025-01-11,M004,Hotorola,Aurangabad,30
2025-01-11,M005,2plus,Aurangabad,5
2025-01-11,B001,Harry putar,Aurangabad,22
2025-01-11,B002,4 states,Aurangabad,35
2025-01-11,B003,Shaktiman Returns,Aurangabad,19
2025-01-11,B004,Goli's Travel,Aurangabad,37
2025-01-11,B005,Story of Your Life,Aurangabad,22
2025-01-11,V001,Prince of Dholakpur,Aurangabad,48
2025-01-11,V002,Nario,Aurangabad,10
2025-01-11,V003,Pacman,Aurangabad,0
2025-01-11,V004,LTA Wise City,Aurangabad,26
2025-01-11,V005,HIFA 2023,Aurangabad,27
2025-01-11,S001,Abibas Football,Aurangabad,12
2025-01-11,S002,Rural Terrain Cycles,Aurangabad,6
2025-01-11,S003,Monex Badminton Rackets,Aurangabad,44
2025-01-11,S004,Yoga Mattress,Aurangabad,27
2025-01-11,S005,Rocky Gym Set,Aurangabad,5
2025-01-11,ME001,Pyllum Trimmers,Aurangabad,13
2025-01-11,ME002,Softcare Electric Toothbrush,Aurangabad,1
2025-01-11,ME003,Leg Messager,Aurangabad,10
2025-01-11,ME004,NoFat Weighing Scale,Aurangabad,1
2025-01-11,ME005,Screw Activity Watch,Aurangabad,2
2025-01-11,K001,SureIt Purifier,Aurangabad,5
2025-01-11,K002,Parrot Induction Stove,Aurangabad,28
2025-01-11,K003,Jalepenoware Tiffin,Aurangabad,21
2025-01-11,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,15
2025-01-11,K005,Mr.Clean Dishwasher,Aurangabad,3
2025-01-11,H001,Blessing Atta 10kg pack,Aurangabad,60
2025-01-11,H002,Amazing CornFlakes,Aurangabad,55
2025-01-11,H003,Tata Yellow Label,Aurangabad,85
2025-01-11,H004,Descafe Gold Blend coffee,Aurangabad,130
2025-01-11,H005,Handmade Basmati Rice,Aurangabad,39
2025-01-11,P001,Podigree Dog Food,Aurangabad,27
2025-01-11,P002,Matty Dog Bed,Aurangabad,4
2025-01-11,P003,Park Range Pet Shampoo,Aurangabad,7
2025-01-11,P004,Old Mint Pet Shampoos,Aurangabad,34
2025-01-11,P005,Reflective Dog RainCoat,Aurangabad,29
2025-01-11,G001,Crafting Chandlar,Aurangabad,0
2025-01-11,G002,Desi Kurti,Aurangabad,2
2025-01-11,G003,Family Cake and Card Combo,Aurangabad,48
2025-01-11,G004,Exact Flower Vase,Aurangabad,52
2025-01-11,G005,Friends Dinner Set,Aurangabad,37
2025-01-12,F001,Prateek England,Aurangabad,26
2025-01-12,F002,Lucy Phillepe,Aurangabad,19
2025-01-12,F003,Badlands,Aurangabad,37
2025-01-12,F004,Allen Dolly,Aurangabad,30
2025-01-12,F005,Bucchi,Aurangabad,9
2025-01-12,M001,Jhaomi,Aurangabad,6
2025-01-12,M002,Samson,Aurangabad,25
2025-01-12,M003,Mokia,Aurangabad,9
2025-01-12,M004,Hotorola,Aurangabad,25
2025-01-12,M005,2plus,Aurangabad,5
2025-01-12,B001,Harry putar,Aurangabad,10
2025-01-12,B002,4 states,Aurangabad,46
2025-01-12,B003,Shaktiman Returns,Aurangabad,12
2025-01-12,B004,Goli's Travel,Aurangabad,34
2025-01-12,B005,Story of Your Life,Aurangabad,44
2025-01-12,V001,Prince of Dholakpur,Aurangabad,11
2025-01-12,V002,Nario,Aurangabad,45
2025-01-12,V003,Pacman,Aurangabad,33
2025-01-12,V004,LTA Wise City,Aurangabad,8
2025-01-12,V005,HIFA 2023,Aurangabad,34
2025-01-12,S001,Abibas Football,Aurangabad,27
2025-01-12,S002,Rural Terrain Cycles,Aurangabad,17
2025-01-12,S003,Monex Badminton Rackets,Aurangabad,29
2025-01-12,S004,Yoga Mattress,Aurangabad,17
2025-01-12,S005,Rocky Gym Set,Aurangabad,13
2025-01-12,ME001,Pyllum Trimmers,Aurangabad,14
2025-01-12,ME002,Softcare Electric Toothbrush,Aurangabad,6
2025-01-12,ME003,Leg Messager,Aurangabad,0
2025-01-12,ME004,NoFat Weighing Scale,Aurangabad,10
2025-01-12,ME005,Screw Activity Watch,Aurangabad,3
2025-01-12,K001,SureIt Purifier,Aurangabad,18
2025-01-12,K002,Parrot Induction Stove,Aurangabad,14
2025-01-12,K003,Jalepenoware Tiffin,Aurangabad,18
2025-01-12,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,1
2025-01-12,K005,Mr.Clean Dishwasher,Aurangabad,17
2025-01-12,H001,Blessing Atta 10kg pack,Aurangabad,81
2025-01-12,H002,Amazing CornFlakes,Aurangabad,1
2025-01-12,H003,Tata Yellow Label,Aurangabad,63
2025-01-12,H004,Descafe Gold Blend coffee,Aurangabad,37
2025-01-12,H005,Handmade Basmati Rice,Aurangabad,9
2025-01-12,P001,Podigree Dog Food,Aurangabad,12
2025-01-12,P002,Matty Dog Bed,Aurangabad,35
2025-01-12,P003,Park Range Pet Shampoo,Aurangabad,14
2025-01-12,P004,Old Mint Pet Shampoos,Aurangabad,5
2025-01-12,P005,Reflective Dog RainCoat,Aurangabad,40
2025-01-12,G001,Crafting Chandlar,Aurangabad,12
2025-01-12,G002,Desi Kurti,Aurangabad,15
2025-01-12,G003,Family Cake and Card Combo,Aurangabad,26
2025-01-12,G004,Exact Flower Vase,Aurangabad,48
2025-01-12,G005,Friends Dinner Set,Aurangabad,26
2025-01-13,F001,Prateek England,Aurangabad,23
2025-01-13,F002,Lucy Phillepe,Aurangabad,40
2025-01-13,F003,Badlands,Aurangabad,36
2025-01-13,F004,Allen Dolly,Aurangabad,30
2025-01-13,F005,Bucchi,Aurangabad,1
2025-01-13,M001,Jhaomi,Aurangabad,10
2025-01-13,M002,Samson,Aurangabad,25
2025-01-13,M003,Mokia,Aurangabad,26
2025-01-13,M004,Hotorola,Aurangabad,9
2025-01-13,M005,2plus,Aurangabad,3
2025-01-13,B001,Harry putar,Aurangabad,16
2025-01-13,B002,4 states,Aurangabad,46
2025-01-13,B003,Shaktiman Returns,Aurangabad,15
2025-01-13,B004,Goli's Travel,Aurangabad,32
2025-01-13,B005,Story of Your Life,Aurangabad,8
2025-01-13,V001,Prince of Dholakpur,Aurangabad,66
2025-01-13,V002,Nario,Aurangabad,11
2025-01-13,V003,Pacman,Aurangabad,16
2025-01-13,V004,LTA Wise City,Aurangabad,15
2025-01-13,V005,HIFA 2023,Aurangabad,74
2025-01-13,S001,Abibas Football,Aurangabad,40
2025-01-13,S002,Rural Terrain Cycles,Aurangabad,6
2025-01-13,S003,Monex Badminton Rackets,Aurangabad,29
2025-01-13,S004,Yoga Mattress,Aurangabad,13
2025-01-13,S005,Rocky Gym Set,Aurangabad,9
2025-01-13,ME001,Pyllum Trimmers,Aurangabad,19
2025-01-13,ME002,Softcare Electric Toothbrush,Aurangabad,7
2025-01-13,ME003,Leg Messager,Aurangabad,10
2025-01-13,ME004,NoFat Weighing Scale,Aurangabad,8
2025-01-13,ME005,Screw Activity Watch,Aurangabad,3
2025-01-13,K001,SureIt Purifier,Aurangabad,10
2025-01-13,K002,Parrot Induction Stove,Aurangabad,5
2025-01-13,K003,Jalepenoware Tiffin,Aurangabad,8
2025-01-13,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,2
2025-01-13,K005,Mr.Clean Dishwasher,Aurangabad,6
2025-01-13,H001,Blessing Atta 10kg pack,Aurangabad,27
2025-01-13,H002,Amazing CornFlakes,Aurangabad,117
2025-01-13,H003,Tata Yellow Label,Aurangabad,89
2025-01-13,H004,Descafe Gold Blend coffee,Aurangabad,49
2025-01-13,H005,Handmade Basmati Rice,Aurangabad,106
2025-01-13,P001,Podigree Dog Food,Aurangabad,21
2025-01-13,P002,Matty Dog Bed,Aurangabad,47
