,Date,SKU,Product Name,City,Sales,Description,Category,Price
4697,2025-01-01,G003,Family Cake and Card Combo,Aurangabad,67,Family Cake and Card Combo,Gifting,1180
4698,2025-01-01,G004,Exact Flower Vase,Aurangabad,49,Exact Flower Vase,Gifting,4520
4699,2025-01-01,G005,Friends Dinner Set,Aurangabad,26,Friends Dinner Set,Gifting,5590
4700,2025-01-02,F001,Prateek England,Aurangabad,19,Prateek England,Fashion ,1104
4701,2025-01-02,F002,Lucy Phillepe,Aurangabad,39,Lucy Phillepe,Fashion ,2485
4702,2025-01-02,F003,Badlands,Aurangabad,16,Badlands,Fashion ,1425
4703,2025-01-02,F004,Allen Dolly,Aurangabad,29,Allen Dolly,Fashion ,2640
4704,2025-01-02,F005,Bucchi,Aurangabad,12,Bucchi,Fashion ,11299
4705,2025-01-02,M001,Jhaomi,Aurangabad,8,Jhaomi,Mobiles,32400
4706,2025-01-02,M002,Samson,Aurangabad,32,Samson,Mobiles,20750
4707,2025-01-02,M003,Mokia,Aurangabad,10,Mokia,Mobiles,12600
4708,2025-01-02,M004,Hotorola,Aurangabad,28,Hotorola,Mobiles,55000
4709,2025-01-02,M005,2plus,Aurangabad,14,2plus,Mobiles,39760
4710,2025-01-02,B001,Harry putar,Aurangabad,4,Harry putar ,Books,2610
4711,2025-01-02,B002,4 states,Aurangabad,29,4 states ,Books,892
4712,2025-01-02,B003,Shaktiman Returns,Aurangabad,29,Shaktiman Returns,Books,262
4713,2025-01-02,B004,Goli's Travel,Aurangabad,11,Goli's Travel,Books,540
4714,2025-01-02,B005,Story of Your Life,Aurangabad,8,Story of Your Life,Books,940
4715,2025-01-02,V001,Prince of Dholakpur,Aurangabad,40,Prince of Dholakpur,Video Games ,1222
4716,2025-01-02,V002,Nario,Aurangabad,29,Nario,Video Games ,610
4717,2025-01-02,V003,Pacman,Aurangabad,9,Pacman,Video Games ,112
4718,2025-01-02,V004,LTA Wise City,Aurangabad,0,LTA Wise City,Video Games ,3000
4719,2025-01-02,V005,HIFA 2023,Aurangabad,8,HIFA 2023,Video Games ,2394
4720,2025-01-02,S001,Abibas Football,Aurangabad,25,Abibas Football ,Sports / Fitness,3150
4721,2025-01-02,S002,Rural Terrain Cycles,Aurangabad,11,Rural Terrain Cycles,Sports / Fitness,13559
4722,2025-01-02,S003,Monex Badminton Rackets,Aurangabad,38,Monex Badminton Rackets,Sports / Fitness,5400
4723,2025-01-02,S004,Yoga Mattress,Aurangabad,17,Yoga Mattress,Sports / Fitness,621
4724,2025-01-02,S005,Rocky Gym Set,Aurangabad,1,Rocky Gym Set,Sports / Fitness,14250
4725,2025-01-02,ME001,Pyllum Trimmers,Aurangabad,0,Pyllum Trimmers,Medicines/Healthcare,1740
4726,2025-01-02,ME002,Softcare Electric Toothbrush,Aurangabad,1,Softcare Electric Toothbrush,Medicines/Healthcare,1680
4727,2025-01-02,ME003,Leg Messager,Aurangabad,4,Leg Messager,Medicines/Healthcare,20900
4728,2025-01-02,ME004,NoFat Weighing Scale,Aurangabad,17,NoFat Weighing Scale,Medicines/Healthcare,747
4729,2025-01-02,ME005,Screw Activity Watch,Aurangabad,24,Screw Activity Watch,Medicines/Healthcare,1302
4730,2025-01-02,K001,SureIt Purifier,Aurangabad,10,SureIt Purifier,Kitchen ,4200
4731,2025-01-02,K002,Parrot Induction Stove,Aurangabad,11,Parrot Induction Stove,Kitchen ,2415
4732,2025-01-02,K003,Jalepenoware Tiffin,Aurangabad,23,Jalepenoware Tiffin,Kitchen ,424
4733,2025-01-02,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,0,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
4734,2025-01-02,K005,Mr.Clean Dishwasher,Aurangabad,25,Mr.Clean Dishwasher,Kitchen ,16140
4735,2025-01-02,H001,Blessing Atta 10kg pack,Aurangabad,17,Blessing Atta 10kg pack,Household  ,459
4736,2025-01-02,H002,Amazing CornFlakes,Aurangabad,19,Amazing CornFlakes,Household  ,178
4737,2025-01-02,H003,Tata Yellow Label,Aurangabad,78,Tata Yellow Label,Household  ,677
4738,2025-01-02,H004,Descafe Gold Blend coffee,Aurangabad,99,Descafe Gold Blend coffee,Household  ,516
4739,2025-01-02,H005,Handmade Basmati Rice,Aurangabad,30,Handmade Basmati Rice,Household  ,664
4740,2025-01-02,P001,Podigree Dog Food,Aurangabad,13,Podigree Dog Food,Pet Supplies,1498
4741,2025-01-02,P002,Matty Dog Bed,Aurangabad,23,Matty Dog Bed,Pet Supplies,5950
4742,2025-01-02,P003,Park Range Pet Shampoo,Aurangabad,0,Park Range Pet Shampoo,Pet Supplies,1196
4743,2025-01-02,P004,Old Mint Pet Shampoos,Aurangabad,30,Old Mint Pet Shampoos,Pet Supplies,1140
4744,2025-01-02,P005,Reflective Dog RainCoat,Aurangabad,39,Reflective Dog RainCoat,Pet Supplies,2688
4745,2025-01-02,G001,Crafting Chandlar,Aurangabad,18,Crafting Chandlar ,Gifting,1376
4746,2025-01-02,G002,Desi Kurti,Aurangabad,33,Desi Kurti,Gifting,2070
4747,2025-01-02,G003,Family Cake and Card Combo,Aurangabad,36,Family Cake and Card Combo,Gifting,1180
4748,2025-01-02,G004,Exact Flower Vase,Aurangabad,34,Exact Flower Vase,Gifting,4520
4749,2025-01-02,G005,Friends Dinner Set,Aurangabad,67,Friends Dinner Set,Gifting,5590
4750,2025-01-03,F001,Prateek England,Aurangabad,12,Prateek England,Fashion ,1104
4751,2025-01-03,F002,Lucy Phillepe,Aurangabad,1,Lucy Phillepe,Fashion ,2485
4752,2025-01-03,F003,Badlands,Aurangabad,35,Badlands,Fashion ,1425
4753,2025-01-03,F004,Allen Dolly,Aurangabad,11,Allen Dolly,Fashion ,2640
4754,2025-01-03,F005,Bucchi,Aurangabad,1,Bucchi,Fashion ,11299
4755,2025-01-03,M001,Jhaomi,Aurangabad,19,Jhaomi,Mobiles,32400
4756,2025-01-03,M002,Samson,Aurangabad,9,Samson,Mobiles,20750
4757,2025-01-03,M003,Mokia,Aurangabad,24,Mokia,Mobiles,12600
4758,2025-01-03,M004,Hotorola,Aurangabad,11,Hotorola,Mobiles,55000
4759,2025-01-03,M005,2plus,Aurangabad,9,2plus,Mobiles,39760
4760,2025-01-03,B001,Harry putar,Aurangabad,8,Harry putar ,Books,2610
4761,2025-01-03,B002,4 states,Aurangabad,21,4 states ,Books,892
4762,2025-01-03,B003,Shaktiman Returns,Aurangabad,38,Shaktiman Returns,Books,262
4763,2025-01-03,B004,Goli's Travel,Aurangabad,7,Goli's Travel,Books,540
4764,2025-01-03,B005,Story of Your Life,Aurangabad,29,Story of Your Life,Books,940
4765,2025-01-03,V001,Prince of Dholakpur,Aurangabad,39,Prince of Dholakpur,Video Games ,1222
4766,2025-01-03,V002,Nario,Aurangabad,6,Nario,Video Games ,610
4767,2025-01-03,V003,Pacman,Aurangabad,1,Pacman,Video Games ,112
4768,2025-01-03,V004,LTA Wise City,Aurangabad,28,LTA Wise City,Video Games ,3000
4769,2025-01-03,V005,HIFA 2023,Aurangabad,7,HIFA 2023,Video Games ,2394
4770,2025-01-03,S001,Abibas Football,Aurangabad,5,Abibas Football ,Sports / Fitness,3150
4771,2025-01-03,S002,Rural Terrain Cycles,Aurangabad,3,Rural Terrain Cycles,Sports / Fitness,13559
4772,2025-01-03,S003,Monex Badminton Rackets,Aurangabad,20,Monex Badminton Rackets,Sports / Fitness,5400
4773,2025-01-03,S004,Yoga Mattress,Aurangabad,18,Yoga Mattress,Sports / Fitness,621
4774,2025-01-03,S005,Rocky Gym Set,Aurangabad,18,Rocky Gym Set,Sports / Fitness,14250
4775,2025-01-03,ME001,Pyllum Trimmers,Aurangabad,2,Pyllum Trimmers,Medicines/Healthcare,1740
4776,2025-01-03,ME002,Softcare Electric Toothbrush,Aurangabad,1,Softcare Electric Toothbrush,Medicines/Healthcare,1680
4777,2025-01-03,ME003,Leg Messager,Aurangabad,9,Leg Messager,Medicines/Healthcare,20900
4778,2025-01-03,ME004,NoFat Weighing Scale,Aurangabad,18,NoFat Weighing Scale,Medicines/Healthcare,747
4779,2025-01-03,ME005,Screw Activity Watch,Aurangabad,15,Screw Activity Watch,Medicines/Healthcare,1302
4780,2025-01-03,K001,SureIt Purifier,Aurangabad,11,SureIt Purifier,Kitchen ,4200
4781,2025-01-03,K002,Parrot Induction Stove,Aurangabad,2,Parrot Induction Stove,Kitchen ,2415
4782,2025-01-03,K003,Jalepenoware Tiffin,Aurangabad,20,Jalepenoware Tiffin,Kitchen ,424
4783,2025-01-03,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,24,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
4784,2025-01-03,K005,Mr.Clean Dishwasher,Aurangabad,10,Mr.Clean Dishwasher,Kitchen ,16140
4785,2025-01-03,H001,Blessing Atta 10kg pack,Aurangabad,85,Blessing Atta 10kg pack,Household  ,459
4786,2025-01-03,H002,Amazing CornFlakes,Aurangabad,11,Amazing CornFlakes,Household  ,178
4787,2025-01-03,H003,Tata Yellow Label,Aurangabad,35,Tata Yellow Label,Household  ,677
4788,2025-01-03,H004,Descafe Gold Blend coffee,Aurangabad,15,Descafe Gold Blend coffee,Household  ,516
4789,2025-01-03,H005,Handmade Basmati Rice,Aurangabad,106,Handmade Basmati Rice,Household  ,664
4790,2025-01-03,P001,Podigree Dog Food,Aurangabad,52,Podigree Dog Food,Pet Supplies,1498
4791,2025-01-03,P002,Matty Dog Bed,Aurangabad,37,Matty Dog Bed,Pet Supplies,5950
4792,2025-01-03,P003,Park Range Pet Shampoo,Aurangabad,6,Park Range Pet Shampoo,Pet Supplies,1196
4793,2025-01-03,P004,Old Mint Pet Shampoos,Aurangabad,39,Old Mint Pet Shampoos,Pet Supplies,1140
4794,2025-01-03,P005,Reflective Dog RainCoat,Aurangabad,18,Reflective Dog RainCoat,Pet Supplies,2688
4795,2025-01-03,G001,Crafting Chandlar,Aurangabad,23,Crafting Chandlar ,Gifting,1376
4796,2025-01-03,G002,Desi Kurti,Aurangabad,49,Desi Kurti,Gifting,2070
4797,2025-01-03,G003,Family Cake and Card Combo,Aurangabad,67,Family Cake and Card Combo,Gifting,1180
4798,2025-01-03,G004,Exact Flower Vase,Aurangabad,41,Exact Flower Vase,Gifting,4520
4799,2025-01-03,G005,Friends Dinner Set,Aurangabad,8,Friends Dinner Set,Gifting,5590
4800,2025-01-04,F001,Prateek England,Aurangabad,15,Prateek England,Fashion ,1104
4801,2025-01-04,F002,Lucy Phillepe,Aurangabad,9,Lucy Phillepe,Fashion ,2485
4802,2025-01-04,F003,Badlands,Aurangabad,14,Badlands,Fashion ,1425
4803,2025-01-04,F004,Allen Dolly,Aurangabad,7,Allen Dolly,Fashion ,2640
4804,2025-01-04,F005,Bucchi,Aurangabad,9,Bucchi,Fashion ,11299
4805,2025-01-04,M001,Jhaomi,Aurangabad,22,Jhaomi,Mobiles,32400
4806,2025-01-04,M002,Samson,Aurangabad,13,Samson,Mobiles,20750
4807,2025-01-04,M003,Mokia,Aurangabad,7,Mokia,Mobiles,12600
4808,2025-01-04,M004,Hotorola,Aurangabad,5,Hotorola,Mobiles,55000
4809,2025-01-04,M005,2plus,Aurangabad,7,2plus,Mobiles,39760
4810,2025-01-04,B001,Harry putar,Aurangabad,29,Harry putar ,Books,2610
4811,2025-01-04,B002,4 states,Aurangabad,24,4 states ,Books,892
4812,2025-01-04,B003,Shaktiman Returns,Aurangabad,41,Shaktiman Returns,Books,262
4813,2025-01-04,B004,Goli's Travel,Aurangabad,13,Goli's Travel,Books,540
4814,2025-01-04,B005,Story of Your Life,Aurangabad,36,Story of Your Life,Books,940
4815,2025-01-04,V001,Prince of Dholakpur,Aurangabad,34,Prince of Dholakpur,Video Games ,1222
4816,2025-01-04,V002,Nario,Aurangabad,28,Nario,Video Games ,610
4817,2025-01-04,V003,Pacman,Aurangabad,3,Pacman,Video Games ,112
4818,2025-01-04,V004,LTA Wise City,Aurangabad,16,LTA Wise City,Video Games ,3000
4819,2025-01-04,V005,HIFA 2023,Aurangabad,31,HIFA 2023,Video Games ,2394
4820,2025-01-04,S001,Abibas Football,Aurangabad,31,Abibas Football ,Sports / Fitness,3150
4821,2025-01-04,S002,Rural Terrain Cycles,Aurangabad,4,Rural Terrain Cycles,Sports / Fitness,13559
4822,2025-01-04,S003,Monex Badminton Rackets,Aurangabad,42,Monex Badminton Rackets,Sports / Fitness,5400
4823,2025-01-04,S004,Yoga Mattress,Aurangabad,32,Yoga Mattress,Sports / Fitness,621
4824,2025-01-04,S005,Rocky Gym Set,Aurangabad,7,Rocky Gym Set,Sports / Fitness,14250
4825,2025-01-04,ME001,Pyllum Trimmers,Aurangabad,18,Pyllum Trimmers,Medicines/Healthcare,1740
4826,2025-01-04,ME002,Softcare Electric Toothbrush,Aurangabad,4,Softcare Electric Toothbrush,Medicines/Healthcare,1680
4827,2025-01-04,ME003,Leg Messager,Aurangabad,6,Leg Messager,Medicines/Healthcare,20900
4828,2025-01-04,ME004,NoFat Weighing Scale,Aurangabad,27,NoFat Weighing Scale,Medicines/Healthcare,747
4829,2025-01-04,ME005,Screw Activity Watch,Aurangabad,13,Screw Activity Watch,Medicines/Healthcare,1302
4830,2025-01-04,K001,SureIt Purifier,Aurangabad,3,SureIt Purifier,Kitchen ,4200
4831,2025-01-04,K002,Parrot Induction Stove,Aurangabad,8,Parrot Induction Stove,Kitchen ,2415
4832,2025-01-04,K003,Jalepenoware Tiffin,Aurangabad,13,Jalepenoware Tiffin,Kitchen ,424
4833,2025-01-04,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,18,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
4834,2025-01-04,K005,Mr.Clean Dishwasher,Aurangabad,3,Mr.Clean Dishwasher,Kitchen ,16140
4835,2025-01-04,H001,Blessing Atta 10kg pack,Aurangabad,60,Blessing Atta 10kg pack,Household  ,459
4836,2025-01-04,H002,Amazing CornFlakes,Aurangabad,42,Amazing CornFlakes,Household  ,178
4837,2025-01-04,H003,Tata Yellow Label,Aurangabad,18,Tata Yellow Label,Household  ,677
4838,2025-01-04,H004,Descafe Gold Blend coffee,Aurangabad,53,Descafe Gold Blend coffee,Household  ,516
4839,2025-01-04,H005,Handmade Basmati Rice,Aurangabad,38,Handmade Basmati Rice,Household  ,664
4840,2025-01-04,P001,Podigree Dog Food,Aurangabad,8,Podigree Dog Food,Pet Supplies,1498
4841,2025-01-04,P002,Matty Dog Bed,Aurangabad,26,Matty Dog Bed,Pet Supplies,5950
4842,2025-01-04,P003,Park Range Pet Shampoo,Aurangabad,42,Park Range Pet Shampoo,Pet Supplies,1196
4843,2025-01-04,P004,Old Mint Pet Shampoos,Aurangabad,10,Old Mint Pet Shampoos,Pet Supplies,1140
4844,2025-01-04,P005,Reflective Dog RainCoat,Aurangabad,13,Reflective Dog RainCoat,Pet Supplies,2688
4845,2025-01-04,G001,Crafting Chandlar,Aurangabad,8,Crafting Chandlar ,Gifting,1376
4846,2025-01-04,G002,Desi Kurti,Aurangabad,33,Desi Kurti,Gifting,2070
4847,2025-01-04,G003,Family Cake and Card Combo,Aurangabad,4,Family Cake and Card Combo,Gifting,1180
4848,2025-01-04,G004,Exact Flower Vase,Aurangabad,25,Exact Flower Vase,Gifting,4520
4849,2025-01-04,G005,Friends Dinner Set,Aurangabad,54,Friends Dinner Set,Gifting,5590
4850,2025-01-05,F001,Prateek England,Aurangabad,16,Prateek England,Fashion ,1104
4851,2025-01-05,F002,Lucy Phillepe,Aurangabad,1,Lucy Phillepe,Fashion ,2485
4852,2025-01-05,F003,Badlands,Aurangabad,44,Badlands,Fashion ,1425
4853,2025-01-05,F004,Allen Dolly,Aurangabad,1,Allen Dolly,Fashion ,2640
4854,2025-01-05,F005,Bucchi,Aurangabad,19,Bucchi,Fashion ,11299
4855,2025-01-05,M001,Jhaomi,Aurangabad,28,Jhaomi,Mobiles,32400
4856,2025-01-05,M002,Samson,Aurangabad,3,Samson,Mobiles,20750
4857,2025-01-05,M003,Mokia,Aurangabad,14,Mokia,Mobiles,12600
4858,2025-01-05,M004,Hotorola,Aurangabad,6,Hotorola,Mobiles,55000
4859,2025-01-05,M005,2plus,Aurangabad,13,2plus,Mobiles,39760
4860,2025-01-05,B001,Harry putar,Aurangabad,39,Harry putar ,Books,2610
4861,2025-01-05,B002,4 states,Aurangabad,8,4 states ,Books,892
4862,2025-01-05,B003,Shaktiman Returns,Aurangabad,0,Shaktiman Returns,Books,262
4863,2025-01-05,B004,Goli's Travel,Aurangabad,26,Goli's Travel,Books,540
4864,2025-01-05,B005,Story of Your Life,Aurangabad,10,Story of Your Life,Books,940
4865,2025-01-05,V001,Prince of Dholakpur,Aurangabad,49,Prince of Dholakpur,Video Games ,1222
4866,2025-01-05,V002,Nario,Aurangabad,54,Nario,Video Games ,610
4867,2025-01-05,V003,Pacman,Aurangabad,14,Pacman,Video Games ,112
4868,2025-01-05,V004,LTA Wise City,Aurangabad,41,LTA Wise City,Video Games ,3000
4869,2025-01-05,V005,HIFA 2023,Aurangabad,51,HIFA 2023,Video Games ,2394
4870,2025-01-05,S001,Abibas Football,Aurangabad,1,Abibas Football ,Sports / Fitness,3150
4871,2025-01-05,S002,Rural Terrain Cycles,Aurangabad,5,Rural Terrain Cycles,Sports / Fitness,13559
4872,2025-01-05,S003,Monex Badminton Rackets,Aurangabad,5,Monex Badminton Rackets,Sports / Fitness,5400
4873,2025-01-05,S004,Yoga Mattress,Aurangabad,0,Yoga Mattress,Sports / Fitness,621
4874,2025-01-05,S005,Rocky Gym Set,Aurangabad,17,Rocky Gym Set,Sports / Fitness,14250
4875,2025-01-05,ME001,Pyllum Trimmers,Aurangabad,19,Pyllum Trimmers,Medicines/Healthcare,1740
4876,2025-01-05,ME002,Softcare Electric Toothbrush,Aurangabad,7,Softcare Electric Toothbrush,Medicines/Healthcare,1680
4877,2025-01-05,ME003,Leg Messager,Aurangabad,16,Leg Messager,Medicines/Healthcare,20900
4878,2025-01-05,ME004,NoFat Weighing Scale,Aurangabad,15,NoFat Weighing Scale,Medicines/Healthcare,747
4879,2025-01-05,ME005,Screw Activity Watch,Aurangabad,15,Screw Activity Watch,Medicines/Healthcare,1302
4880,2025-01-05,K001,SureIt Purifier,Aurangabad,20,SureIt Purifier,Kitchen ,4200
4881,2025-01-05,K002,Parrot Induction Stove,Aurangabad,17,Parrot Induction Stove,Kitchen ,2415
4882,2025-01-05,K003,Jalepenoware Tiffin,Aurangabad,10,Jalepenoware Tiffin,Kitchen ,424
4883,2025-01-05,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,5,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
4884,2025-01-05,K005,Mr.Clean Dishwasher,Aurangabad,25,Mr.Clean Dishwasher,Kitchen ,16140
4885,2025-01-05,H001,Blessing Atta 10kg pack,Aurangabad,95,Blessing Atta 10kg pack,Household  ,459
4886,2025-01-05,H002,Amazing CornFlakes,Aurangabad,42,Amazing CornFlakes,Household  ,178
4887,2025-01-05,H003,Tata Yellow Label,Aurangabad,19,Tata Yellow Label,Household  ,677
4888,2025-01-05,H004,Descafe Gold Blend coffee,Aurangabad,41,Descafe Gold Blend coffee,Household  ,516
4889,2025-01-05,H005,Handmade Basmati Rice,Aurangabad,42,Handmade Basmati Rice,Household  ,664
4890,2025-01-05,P001,Podigree Dog Food,Aurangabad,31,Podigree Dog Food,Pet Supplies,1498
4891,2025-01-05,P002,Matty Dog Bed,Aurangabad,50,Matty Dog Bed,Pet Supplies,5950
4892,2025-01-05,P003,Park Range Pet Shampoo,Aurangabad,6,Park Range Pet Shampoo,Pet Supplies,1196
4893,2025-01-05,P004,Old Mint Pet Shampoos,Aurangabad,10,Old Mint Pet Shampoos,Pet Supplies,1140
4894,2025-01-05,P005,Reflective Dog RainCoat,Aurangabad,12,Reflective Dog RainCoat,Pet Supplies,2688
4895,2025-01-05,G001,Crafting Chandlar,Aurangabad,29,Crafting Chandlar ,Gifting,1376
4896,2025-01-05,G002,Desi Kurti,Aurangabad,36,Desi Kurti,Gifting,2070
4897,2025-01-05,G003,Family Cake and Card Combo,Aurangabad,21,Family Cake and Card Combo,Gifting,1180
4898,2025-01-05,G004,Exact Flower Vase,Aurangabad,37,Exact Flower Vase,Gifting,4520
4899,2025-01-05,G005,Friends Dinner Set,Aurangabad,27,Friends Dinner Set,Gifting,5590
4900,2025-01-06,F001,Prateek England,Aurangabad,35,Prateek England,Fashion ,1104
4901,2025-01-06,F002,Lucy Phillepe,Aurangabad,23,Lucy Phillepe,Fashion ,2485
4902,2025-01-06,F003,Badlands,Aurangabad,0,Badlands,Fashion ,1425
4903,2025-01-06,F004,Allen Dolly,Aurangabad,5,Allen Dolly,Fashion ,2640
4904,2025-01-06,F005,Bucchi,Aurangabad,31,Bucchi,Fashion ,11299
4905,2025-01-06,M001,Jhaomi,Aurangabad,1,Jhaomi,Mobiles,32400
4906,2025-01-06,M002,Samson,Aurangabad,37,Samson,Mobiles,20750
4907,2025-01-06,M003,Mokia,Aurangabad,7,Mokia,Mobiles,12600
4908,2025-01-06,M004,Hotorola,Aurangabad,7,Hotorola,Mobiles,55000
4909,2025-01-06,M005,2plus,Aurangabad,11,2plus,Mobiles,39760
4910,2025-01-06,B001,Harry putar,Aurangabad,10,Harry putar ,Books,2610
4911,2025-01-06,B002,4 states,Aurangabad,2,4 states ,Books,892
4912,2025-01-06,B003,Shaktiman Returns,Aurangabad,46,Shaktiman Returns,Books,262
4913,2025-01-06,B004,Goli's Travel,Aurangabad,47,Goli's Travel,Books,540
4914,2025-01-06,B005,Story of Your Life,Aurangabad,18,Story of Your Life,Books,940
4915,2025-01-06,V001,Prince of Dholakpur,Aurangabad,22,Prince of Dholakpur,Video Games ,1222
4916,2025-01-06,V002,Nario,Aurangabad,16,Nario,Video Games ,610
4917,2025-01-06,V003,Pacman,Aurangabad,8,Pacman,Video Games ,112
4918,2025-01-06,V004,LTA Wise City,Aurangabad,17,LTA Wise City,Video Games ,3000
4919,2025-01-06,V005,HIFA 2023,Aurangabad,12,HIFA 2023,Video Games ,2394
4920,2025-01-06,S001,Abibas Football,Aurangabad,12,Abibas Football ,Sports / Fitness,3150
4921,2025-01-06,S002,Rural Terrain Cycles,Aurangabad,0,Rural Terrain Cycles,Sports / Fitness,13559
4922,2025-01-06,S003,Monex Badminton Rackets,Aurangabad,46,Monex Badminton Rackets,Sports / Fitness,5400
4923,2025-01-06,S004,Yoga Mattress,Aurangabad,12,Yoga Mattress,Sports / Fitness,621
4924,2025-01-06,S005,Rocky Gym Set,Aurangabad,6,Rocky Gym Set,Sports / Fitness,14250
4925,2025-01-06,ME001,Pyllum Trimmers,Aurangabad,0,Pyllum Trimmers,Medicines/Healthcare,1740
4926,2025-01-06,ME002,Softcare Electric Toothbrush,Aurangabad,26,Softcare Electric Toothbrush,Medicines/Healthcare,1680
4927,2025-01-06,ME003,Leg Messager,Aurangabad,24,Leg Messager,Medicines/Healthcare,20900
4928,2025-01-06,ME004,NoFat Weighing Scale,Aurangabad,26,NoFat Weighing Scale,Medicines/Healthcare,747
4929,2025-01-06,ME005,Screw Activity Watch,Aurangabad,0,Screw Activity Watch,Medicines/Healthcare,1302
4930,2025-01-06,K001,SureIt Purifier,Aurangabad,23,SureIt Purifier,Kitchen ,4200
4931,2025-01-06,K002,Parrot Induction Stove,Aurangabad,1,Parrot Induction Stove,Kitchen ,2415
4932,2025-01-06,K003,Jalepenoware Tiffin,Aurangabad,20,Jalepenoware Tiffin,Kitchen ,424
4933,2025-01-06,K004,Yamaka Rex 5000W Mixer Grinder,Aurangabad,0,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
4934,2025-01-06,K005,Mr.Clean Dishwasher,Aurangabad,22,Mr.Clean Dishwasher,Kitchen ,16140
4935,2025-01-06,H001,Blessing Atta 10kg pack,Aurangabad,54,Blessing Atta 10kg pack,Household  ,459
4936,2025-01-06,H002,Amazing CornFlakes,Aurangabad,33,Amazing CornFlakes,Household  ,178
4937,2025-01-06,H003,Tata Yellow Label,Aurangabad,102,Tata Yellow Label,Household  ,677
4938,2025-01-06,H004,Descafe Gold Blend coffee,Aurangabad,73,Descafe Gold Blend coffee,Household  ,516
4939,2025-01-06,H005,Handmade Basmati Rice,Aurangabad,66,Handmade Basmati Rice,Household  ,664
4940,2025-01-06,P001,Podigree Dog Food,Aurangabad,5,Podigree Dog Food,Pet Supplies,1498
4941,2025-01-06,P002,Matty Dog Bed,Aurangabad,1,Matty Dog Bed,Pet Supplies,5950
4942,2025-01-06,P003,Park Range Pet Shampoo,Aurangabad,5,Park Range Pet Shampoo,Pet Supplies,1196
4943,2025-01-06,P004,Old Mint Pet Shampoos,Aurangabad,2,Old Mint Pet Shampoos,Pet Supplies,1140
4944,2025-01-06,P005,Reflective Dog RainCoat,Aurangabad,4,Reflective Dog RainCoat,Pet Supplies,2688
4945,2025-01-06,G001,Crafting Chandlar,Aurangabad,63,Crafting Chandlar ,Gifting,1376
4946,2025-01-06,G002,Desi Kurti,Aurangabad,55,Desi Kurti,Gifting,2070
4947,2025-01-06,G003,Family Cake and Card Combo,Aurangabad,42,Family Cake and Card Combo,Gifting,1180
4948,2025-01-06,G004,Exact Flower Vase,Aurangabad,62,Exact Flower Vase,Gifting,4520
4949,2025-01-06,G005,Friends Dinner Set,Aurangabad,41,Friends Dinner Set,Gifting,5590
4950,2025-01-07,F001,Prateek England,Aurangabad,0,Prateek England,Fashion ,1104
4951,2025-01-07,F002,Lucy Phillepe,Aurangabad,2,Lucy Phillepe,Fashion ,2485
4952,2025-01-07,F003,Badlands,Aurangabad,24,Badlands,Fashion ,1425
4953,2025-01-07,F004,Allen Dolly,Aurangabad,17,Allen Dolly,Fashion ,2640
4954,2025-01-07,F005,Bucchi,Aurangabad,10,Bucchi,Fashion ,11299
4955,2025-01-07,M001,Jhaomi,Aurangabad,22,Jhaomi,Mobiles,32400
4956,2025-01-07,M002,Samson,Aurangabad,11,Samson,Mobiles,20750
4957,2025-01-07,M003,Mokia,Aurangabad,6,Mokia,Mobiles,12600
4958,2025-01-07,M004,Hotorola,Aurangabad,10,Hotorola,Mobiles,55000
4959,2025-01-07,M005,2plus,Aurangabad,7,2plus,Mobiles,39760
4960,2025-01-07,B001,Harry putar,Aurangabad,28,Harry putar ,Books,2610
4961,2025-01-07,B002,4 states,Aurangabad,12,4 states ,Books,892
4962,2025-01-07,B003,Shaktiman Returns,Aurangabad,15,Shaktiman Returns,Books,262
4963,2025-01-07,B004,Goli's Travel,Aurangabad,26,Goli's Travel,Books,540
4964,2025-01-07,B005,Story of Your Life,Aurangabad,18,Story of Your Life,Books,940
4965,2025-01-07,V001,Prince of Dholakpur,Aurangabad,19,Prince of Dholakpur,Video Games ,1222
4966,2025-01-07,V002,Nario,Aurangabad,14,Nario,Video Games ,610
4967,2025-01-07,V003,Pacman,Aurangabad,14,Pacman,Video Games ,112
4968,2025-01-07,V004,LTA Wise City,Aurangabad,3,LTA Wise City,Video Games ,3000
4969,2025-01-07,V005,HIFA 2023,Aurangabad,16,HIFA 2023,Video Games ,2394
4970,2025-01-07,S001,Abibas Football,Aurangabad,44,Abibas Football ,Sports / Fitness,3150
4971,2025-01-07,S002,Rural Terrain Cycles,Aurangabad,13,Rural Terrain Cycles,Sports / Fitness,13559
4972,2025-01-07,S003,Monex Badminton Rackets,Aurangabad,6,Monex Badminton Rackets,Sports / Fitness,5400
4973,2025-01-07,S004,Yoga Mattress,Aurangabad,28,Yoga Mattress,Sports / Fitness,621
4974,2025-01-07,S005,Rocky Gym Set,Aurangabad,26,Rocky Gym Set,Sports / Fitness,14250
